chain_id,i,range
f087507f2d,64,290.7
f087507f2d,65,290.0
f087507f2d,66,292.0
f087507f2d,67,293.7
f087507f2d,68,290.9
f087507f2d,69,293.6
f087507f2d,70,294.5
f087507f2d,71,294.2
f087507f2d,72,294.0
f087507f2d,73,295.3
f087507f2d,74,295.3
f087507f2d,75,294.2
f087507f2d,76,
f087507f2d,77,297.2
f087507f2d,78,298.8
f087507f2d,79,297.0
f087507f2d,80,301.2
f087507f2d,81,297.7
f087507f2d,82,296.5
f087507f2d,83,296.3
f087507f2d,84,295.1
f087507f2d,85,296.9
f087507f2d,86,298.7
f087507f2d,87,296.2
f087507f2d,88,
f087507f2d,89,299.5
f087507f2d,90,296.0
f087507f2d,91,298.6
f087507f2d,92,
f087507f2d,93,298.3
f087507f2d,94,297.3
f087507f2d,95,300.9
f087507f2d,96,
f087507f2d,97,299.8
f087507f2d,98,301.5
f087507f2d,99,303.1
f0b7e9a60e,0,358.0
f0b7e9a60e,1,352.5
f0b7e9a60e,2,353.4
f0b7e9a60e,3,352.6
f0b7e9a60e,4,354.0
f0b7e9a60e,5,353.1
f0b7e9a60e,6,351.1
f0b7e9a60e,7,
f0b7e9a60e,8,351.7
f0b7e9a60e,9,
f0b7e9a60e,10,349.9
f0b7e9a60e,11,
f0b7e9a60e,12,343.6
f0b7e9a60e,13,344.4
f0b7e9a60e,14,344.8
f0b7e9a60e,15,347.5
f0b7e9a60e,16,347.0
f0b7e9a60e,17,
f0b7e9a60e,18,
f0b7e9a60e,19,348.1
f0b7e9a60e,20,
f0b7e9a60e,21,349.1
f0b7e9a60e,22,347.7
f0b7e9a60e,23,349.9
f0b7e9a60e,24,348.9
f0b7e9a60e,25,348.4
f0b7e9a60e,26,353.9
f0b7e9a60e,27,352.0
f0b7e9a60e,28,347.6
f0b7e9a60e,29,349.4
f0b7e9a60e,30,
f0b7e9a60e,31,
f0b7e9a60e,32,
f0b7e9a60e,33,352.5
f0b7e9a60e,34,352.8
f0b7e9a60e,35,351.1
f0b7e9a60e,36,352.7
f0b7e9a60e,37,
f0b7e9a60e,38,350.0
f0b7e9a60e,39,
f0b7e9a60e,40,351.3
f0b7e9a60e,41,351.6
f0b7e9a60e,42,352.1
f0b7e9a60e,43,344.1
f0b7e9a60e,44,351.6
f0b7e9a60e,45,
f0b7e9a60e,46,346.9
f0b7e9a60e,47,352.8
f0b7e9a60e,48,347.9
f0b7e9a60e,49,347.6
f0b7e9a60e,50,352.3
f0b7e9a60e,51,353.5
f0b7e9a60e,52,
f0b7e9a60e,53,356.2
f0b7e9a60e,54,354.0
f0b7e9a60e,55,
f0b7e9a60e,56,358.4
f0b7e9a60e,57,356.8
f0b7e9a60e,58,355.6
f0b7e9a60e,59,354.5
f0b7e9a60e,60,354.5
f0b7e9a60e,61,355.9
f0b7e9a60e,62,
f0b7e9a60e,63,354.7
f0b7e9a60e,64,356.5
f0b7e9a60e,65,
f0b7e9a60e,66,
f0b7e9a60e,67,354.1
f0b7e9a60e,68,355.3
f0b7e9a60e,69,
f0b7e9a60e,70,355.3
f0b7e9a60e,71,354.8
f0b7e9a60e,72,353.5
f0b7e9a60e,73,
f0b7e9a60e,74,356.4
f0b7e9a60e,75,
f0b7e9a60e,76,353.4
f0b7e9a60e,77,
f0b7e9a60e,78,
f0b7e9a60e,79,353.6
f0b7e9a60e,80,356.6
f0b7e9a60e,81,
f0b7e9a60e,82,
f0b7e9a60e,83,354.2
f0b7e9a60e,84,354.0
f0b7e9a60e,85,355.0
f0b7e9a60e,86,352.1
f0b7e9a60e,87,353.4
f0b7e9a60e,88,
f0b7e9a60e,89,
f0b7e9a60e,90,355.5
f0b7e9a60e,91,355.8
f0b7e9a60e,92,353.9
f0b7e9a60e,93,356.2
f0b7e9a60e,94,355.7
f0b7e9a60e,95,360.2
f0b7e9a60e,96,358.4
f0b7e9a60e,97,359.1
f0b7e9a60e,98,
f0b7e9a60e,99,357.2
f0fe175e76,0,298.9
f0fe175e76,1,298.7
f0fe175e76,2,
f0fe175e76,3,
f0fe175e76,4,293.7
f0fe175e76,5,292.9
f0fe175e76,6,294.1
f0fe175e76,7,
f0fe175e76,8,
f0fe175e76,9,298.1
f0fe175e76,10,301.6
f0fe175e76,11,303.5
f0fe175e76,12,293.1
f0fe175e76,13,298.0
f0fe175e76,14,300.3
f0fe175e76,15,292.8
f0fe175e76,16,
f0fe175e76,17,293.4
f0fe175e76,18,
f0fe175e76,19,
f0fe175e76,20,302.6
f0fe175e76,21,293.2
f0fe175e76,22,304.5
f0fe175e76,23,
f0fe175e76,24,
f0fe175e76,25,298.4
f0fe175e76,26,299.6
f0fe175e76,27,296.7
f0fe175e76,28,
f0fe175e76,29,296.3
f0fe175e76,30,296.0
f0fe175e76,31,297.8
f0fe175e76,32,
f0fe175e76,33,292.1
f0fe175e76,34,296.9
f0fe175e76,35,293.8
f0fe175e76,36,296.2
f0fe175e76,37,301.7
f0fe175e76,38,295.2
f0fe175e76,39,297.5
f0fe175e76,40,290.9
f0fe175e76,41,297.6
f0fe175e76,42,294.5
f0fe175e76,43,295.3
f0fe175e76,44,303.6
f0fe175e76,45,299.6
f0fe175e76,46,302.0
f0fe175e76,47,295.6
f0fe175e76,48,300.2
f0fe175e76,49,
f0fe175e76,50,298.7
f0fe175e76,51,
f0fe175e76,52,303.6
f0fe175e76,53,298.6
f0fe175e76,54,
f0fe175e76,55,299.5
f0fe175e76,56,299.8
f0fe175e76,57,295.2
f0fe175e76,58,294.0
f0fe175e76,59,299.2
f0fe175e76,60,305.3
f0fe175e76,61,303.8
f0fe175e76,62,300.0
f0fe175e76,63,302.1
f0fe175e76,64,303.0
f0fe175e76,65,
f0fe175e76,66,300.1
f0fe175e76,67,297.1
f0fe175e76,68,
f0fe175e76,69,298.6
f0fe175e76,70,295.2
f0fe175e76,71,298.2
f0fe175e76,72,299.5
f0fe175e76,73,295.5
f0fe175e76,74,296.4
f0fe175e76,75,298.2
f0fe175e76,76,
f0fe175e76,77,
f0fe175e76,78,295.9
f0fe175e76,79,298.1
f0fe175e76,80,296.5
f0fe175e76,81,298.9
f0fe175e76,82,299.3
f0fe175e76,83,295.7
f0fe175e76,84,291.7
f0fe175e76,85,
f0fe175e76,86,292.2
f0fe175e76,87,293.9
f0fe175e76,88,293.1
f0fe175e76,89,297.0
f0fe175e76,90,297.3
f0fe175e76,91,297.3
f0fe175e76,92,297.9
f0fe175e76,93,302.2
f0fe175e76,94,300.6
f0fe175e76,95,294.5
f0fe175e76,96,294.7
f0fe175e76,97,
f0fe175e76,98,295.5
f0fe175e76,99,297.8
f1666f9ef2,0,382.8
f1666f9ef2,1,390.5
f1666f9ef2,2,390.2
f1666f9ef2,3,388.6
f1666f9ef2,4,
f1666f9ef2,5,386.6
f1666f9ef2,6,389.3
f1666f9ef2,7,
f1666f9ef2,8,387.5
f1666f9ef2,9,388.0
f1666f9ef2,10,
f1666f9ef2,11,383.4
f1666f9ef2,12,
f1666f9ef2,13,381.1
f1666f9ef2,14,378.1
f1666f9ef2,15,381.4
f1666f9ef2,16,381.1
f1666f9ef2,17,
f1666f9ef2,18,378.6
f1666f9ef2,19,
f1666f9ef2,20,382.4
f1666f9ef2,21,393.2
f1666f9ef2,22,
f1666f9ef2,23,382.7
f1666f9ef2,24,
f1666f9ef2,25,389.8
f1666f9ef2,26,
f1666f9ef2,27,382.3
f1666f9ef2,28,
f1666f9ef2,29,385.1
f1666f9ef2,30,381.5
f1666f9ef2,31,
f1666f9ef2,32,384.8
f1666f9ef2,33,382.9
f1666f9ef2,34,
f1666f9ef2,35,384.3
f1666f9ef2,36,384.2
f1666f9ef2,37,381.0
f1666f9ef2,38,
f1666f9ef2,39,
f1666f9ef2,40,
f1666f9ef2,41,
f1666f9ef2,42,384.7
f1666f9ef2,43,
f1666f9ef2,44,384.2
f1666f9ef2,45,
f1666f9ef2,46,382.6
f1666f9ef2,47,
f1666f9ef2,48,
f1666f9ef2,49,381.9
f1666f9ef2,50,378.0
f1666f9ef2,51,
f1666f9ef2,52,
f1666f9ef2,53,380.7
f1666f9ef2,54,383.0
f1666f9ef2,55,
f1666f9ef2,56,
f1666f9ef2,57,
f1666f9ef2,58,
f1666f9ef2,59,379.6
f1666f9ef2,60,
f1666f9ef2,61,
f1666f9ef2,62,379.8
f1666f9ef2,63,377.0
f1666f9ef2,64,377.6
f1666f9ef2,65,379.3
f1666f9ef2,66,
f1666f9ef2,67,
f1666f9ef2,68,381.2
f1666f9ef2,69,
f1666f9ef2,70,
f1666f9ef2,71,
f1666f9ef2,72,377.4
f1666f9ef2,73,
f1666f9ef2,74,381.3
f1666f9ef2,75,
f1666f9ef2,76,378.6
f1666f9ef2,77,382.5
f1666f9ef2,78,381.4
f1666f9ef2,79,380.0
f1666f9ef2,80,
f1666f9ef2,81,381.0
f1666f9ef2,82,
f1666f9ef2,83,383.0
f1666f9ef2,84,383.6
f1666f9ef2,85,383.7
f1666f9ef2,86,
f1666f9ef2,87,386.7
f1666f9ef2,88,
f1666f9ef2,89,
f1666f9ef2,90,386.4
f1666f9ef2,91,386.7
f1666f9ef2,92,
f1666f9ef2,93,
f1666f9ef2,94,
f1666f9ef2,95,375.4
f1666f9ef2,96,382.1
f1666f9ef2,97,380.3
f1666f9ef2,98,
f1666f9ef2,99,379.6
f18139b78b,0,323.3
f18139b78b,1,321.3
f18139b78b,2,
f18139b78b,3,
f18139b78b,4,
f18139b78b,5,
f18139b78b,6,323.4
f18139b78b,7,322.2
f18139b78b,8,319.2
f18139b78b,9,
f18139b78b,10,
f18139b78b,11,325.4
f18139b78b,12,
f18139b78b,13,321.4
f18139b78b,14,324.5
f18139b78b,15,321.1
f18139b78b,16,322.9
f18139b78b,17,
f18139b78b,18,321.7
f18139b78b,19,322.4
f18139b78b,20,322.9
f18139b78b,21,
f18139b78b,22,317.7
f18139b78b,23,
f18139b78b,24,321.0
f18139b78b,25,
f18139b78b,26,
f18139b78b,27,321.8
f18139b78b,28,
f18139b78b,29,323.2
f18139b78b,30,
f18139b78b,31,322.7
f18139b78b,32,320.0
f18139b78b,33,320.5
f18139b78b,34,
f18139b78b,35,323.5
f18139b78b,36,322.5
f18139b78b,37,323.6
f18139b78b,38,323.2
f18139b78b,39,
f18139b78b,40,
f18139b78b,41,
f18139b78b,42,
f18139b78b,43,321.3
f18139b78b,44,323.6
f18139b78b,45,321.3
f18139b78b,46,323.0
f18139b78b,47,
f18139b78b,48,325.1
f18139b78b,49,
f18139b78b,50,319.3
f18139b78b,51,323.0
f18139b78b,52,320.9
f18139b78b,53,
f18139b78b,54,320.2
f18139b78b,55,
f18139b78b,56,
f18139b78b,57,315.2
f18139b78b,58,
f18139b78b,59,
f18139b78b,60,321.5
f18139b78b,61,
f18139b78b,62,322.7
f18139b78b,63,320.6
f18139b78b,64,323.4
f18139b78b,65,322.3
f18139b78b,66,320.8
f18139b78b,67,321.7
f18139b78b,68,
f18139b78b,69,324.1
f18139b78b,70,324.5
f18139b78b,71,
f18139b78b,72,321.1
f18139b78b,73,319.5
f18139b78b,74,
f18139b78b,75,321.0
f18139b78b,76,
f18139b78b,77,322.0
f18139b78b,78,326.4
f18139b78b,79,
f18139b78b,80,
f18139b78b,81,321.8
f18139b78b,82,319.9
f18139b78b,83,319.7
f18139b78b,84,
f18139b78b,85,
f18139b78b,86,
f18139b78b,87,320.3
f18139b78b,88,
f18139b78b,89,330.9
f18139b78b,90,320.8
f18139b78b,91,
f18139b78b,92,322.3
f18139b78b,93,321.1
f18139b78b,94,
f18139b78b,95,
f18139b78b,96,323.9
f18139b78b,97,
f18139b78b,98,322.7
f18139b78b,99,324.4
f2069d1443,0,233.7
f2069d1443,1,230.9
f2069d1443,2,230.2
f2069d1443,3,230.2
f2069d1443,4,232.1
f2069d1443,5,233.1
f2069d1443,6,232.2
f2069d1443,7,230.6
f2069d1443,8,232.7
f2069d1443,9,231.6
f2069d1443,10,234.0
f2069d1443,11,233.4
f2069d1443,12,232.8
f2069d1443,13,232.7
f2069d1443,14,239.0
f2069d1443,15,236.4
f2069d1443,16,238.0
f2069d1443,17,234.9
f2069d1443,18,236.6
f2069d1443,19,238.1
f2069d1443,20,
f2069d1443,21,235.4
f2069d1443,22,
f2069d1443,23,
f2069d1443,24,235.1
f2069d1443,25,232.7
f2069d1443,26,233.4
f2069d1443,27,234.6
f2069d1443,28,234.6
f2069d1443,29,232.3
f2069d1443,30,
f2069d1443,31,237.0
f2069d1443,32,238.1
f2069d1443,33,235.9
f2069d1443,34,235.9
f2069d1443,35,238.0
f2069d1443,36,238.7
f2069d1443,37,238.6
f2069d1443,38,237.3
f2069d1443,39,237.9
f2069d1443,40,241.8
f2069d1443,41,237.7
f2069d1443,42,240.7
f2069d1443,43,237.7
f2069d1443,44,236.7
f2069d1443,45,237.0
f2069d1443,46,235.7
f2069d1443,47,238.0
f2069d1443,48,238.2
f2069d1443,49,238.6
f2069d1443,50,238.4
f2069d1443,51,239.7
f2069d1443,52,238.5
f2069d1443,53,240.6
f2069d1443,54,238.4
f2069d1443,55,239.5
f2069d1443,56,237.5
f2069d1443,57,237.1
f2069d1443,58,238.2
f2069d1443,59,235.2
f2069d1443,60,
f2069d1443,61,237.5
f2069d1443,62,237.6
f2069d1443,63,237.0
f2069d1443,64,232.9
f2069d1443,65,235.0
f2069d1443,66,235.0
f2069d1443,67,234.0
f2069d1443,68,
f2069d1443,69,235.2
f2069d1443,70,236.0
f2069d1443,71,234.5
f2069d1443,72,235.7
f2069d1443,73,239.1
f2069d1443,74,235.8
f2069d1443,75,236.4
f2069d1443,76,238.0
f2069d1443,77,234.1
f2069d1443,78,239.9
f2069d1443,79,238.1
f2069d1443,80,238.1
f2069d1443,81,236.0
f2069d1443,82,235.7
f2069d1443,83,237.6
f2069d1443,84,239.1
f2069d1443,85,237.8
f2069d1443,86,236.3
f2069d1443,87,235.8
f2069d1443,88,
f2069d1443,89,233.0
f2069d1443,90,236.7
f2069d1443,91,232.6
f2069d1443,92,
f2069d1443,93,231.2
f2069d1443,94,230.6
f2069d1443,95,230.0
f2069d1443,96,230.7
f2069d1443,97,229.4
f2069d1443,98,230.3
f2069d1443,99,230.8
f25a53cde0,0,252.4
f25a53cde0,1,248.8
f25a53cde0,2,250.8
f25a53cde0,3,248.5
f25a53cde0,4,250.2
f25a53cde0,5,250.7
f25a53cde0,6,255.9
f25a53cde0,7,251.5
f25a53cde0,8,247.9
f25a53cde0,9,249.4
f25a53cde0,10,246.4
f25a53cde0,11,248.5
f25a53cde0,12,245.4
f25a53cde0,13,248.3
f25a53cde0,14,247.8
f25a53cde0,15,249.1
f25a53cde0,16,249.8
f25a53cde0,17,249.5
f25a53cde0,18,251.3
f25a53cde0,19,249.4
f25a53cde0,20,245.8
f25a53cde0,21,245.3
f25a53cde0,22,245.3
f25a53cde0,23,245.2
f25a53cde0,24,244.9
f25a53cde0,25,244.5
f25a53cde0,26,244.1
f25a53cde0,27,240.6
f25a53cde0,28,244.6
f25a53cde0,29,245.6
f25a53cde0,30,243.4
f25a53cde0,31,246.2
f25a53cde0,32,246.7
f25a53cde0,33,246.3
f25a53cde0,34,246.3
f25a53cde0,35,247.4
f25a53cde0,36,248.6
f25a53cde0,37,243.2
f25a53cde0,38,246.2
f25a53cde0,39,247.9
f25a53cde0,40,247.6
f25a53cde0,41,250.5
f25a53cde0,42,
f25a53cde0,43,246.8
f25a53cde0,44,247.7
f25a53cde0,45,247.3
f25a53cde0,46,248.6
f25a53cde0,47,245.3
f25a53cde0,48,245.9
f25a53cde0,49,244.9
f25a53cde0,50,245.0
f25a53cde0,51,244.9
f25a53cde0,52,245.7
f25a53cde0,53,245.8
f25a53cde0,54,245.8
f25a53cde0,55,243.7
f25a53cde0,56,246.4
f25a53cde0,57,243.1
f25a53cde0,58,245.2
f25a53cde0,59,242.8
f25a53cde0,60,241.6
f25a53cde0,61,243.0
f25a53cde0,62,245.0
f25a53cde0,63,243.5
f25a53cde0,64,
f25a53cde0,65,239.9
f25a53cde0,66,242.7
f25a53cde0,67,242.1
f25a53cde0,68,240.7
f25a53cde0,69,240.3
f25a53cde0,70,241.3
f25a53cde0,71,240.4
f25a53cde0,72,241.0
f25a53cde0,73,
f25a53cde0,74,242.2
f25a53cde0,75,241.7
f25a53cde0,76,240.9
f25a53cde0,77,243.1
f25a53cde0,78,240.3
f25a53cde0,79,239.5
f25a53cde0,80,239.8
f25a53cde0,81,239.7
f25a53cde0,82,243.7
f25a53cde0,83,243.8
f25a53cde0,84,241.3
f25a53cde0,85,241.3
f25a53cde0,86,
f25a53cde0,87,240.2
f25a53cde0,88,241.9
f25a53cde0,89,240.7
f25a53cde0,90,243.7
f25a53cde0,91,240.4
f25a53cde0,92,241.1
f25a53cde0,93,243.0
f25a53cde0,94,241.0
f25a53cde0,95,241.0
f25a53cde0,96,243.1
f25a53cde0,97,238.9
f25a53cde0,98,240.7
f25a53cde0,99,237.3
f3127bfeb8,0,231.2
f3127bfeb8,1,
f3127bfeb8,2,234.3
f3127bfeb8,3,232.8
f3127bfeb8,4,235.2
f3127bfeb8,5,234.3
f3127bfeb8,6,
f3127bfeb8,7,
f3127bfeb8,8,230.0
f3127bfeb8,9,
f3127bfeb8,10,229.4
f3127bfeb8,11,231.3
f3127bfeb8,12,231.2
f3127bfeb8,13,
f3127bfeb8,14,
f3127bfeb8,15,231.4
f3127bfeb8,16,231.4
f3127bfeb8,17,230.5
f3127bfeb8,18,
f3127bfeb8,19,
f3127bfeb8,20,231.7
f3127bfeb8,21,
f3127bfeb8,22,232.5
f3127bfeb8,23,
f3127bfeb8,24,233.5
f3127bfeb8,25,230.4
f3127bfeb8,26,231.0
f3127bfeb8,27,230.4
f3127bfeb8,28,230.6
f3127bfeb8,29,230.0
f3127bfeb8,30,231.7
f3127bfeb8,31,230.7
f3127bfeb8,32,230.9
f3127bfeb8,33,228.9
f3127bfeb8,34,
f3127bfeb8,35,229.8
f3127bfeb8,36,227.6
f3127bfeb8,37,230.0
f3127bfeb8,38,227.8
f3127bfeb8,39,
f3127bfeb8,40,228.6
f3127bfeb8,41,
f3127bfeb8,42,
f3127bfeb8,43,
f3127bfeb8,44,229.7
f3127bfeb8,45,
f3127bfeb8,46,230.0
f3127bfeb8,47,231.0
f3127bfeb8,48,228.6
f3127bfeb8,49,
f3127bfeb8,50,227.0
f3127bfeb8,51,229.2
f3127bfeb8,52,229.8
f3127bfeb8,53,229.8
f3127bfeb8,54,
f3127bfeb8,55,226.6
f3127bfeb8,56,227.9
f3127bfeb8,57,234.9
f3127bfeb8,58,230.6
f3127bfeb8,59,
f3127bfeb8,60,
f3127bfeb8,61,231.4
f3127bfeb8,62,231.5
f3127bfeb8,63,
f3127bfeb8,64,
f3127bfeb8,65,230.6
f3127bfeb8,66,230.9
f3127bfeb8,67,232.5
f3127bfeb8,68,230.8
f3127bfeb8,69,229.2
f3127bfeb8,70,
f3127bfeb8,71,233.3
f3127bfeb8,72,231.2
f3127bfeb8,73,
f3127bfeb8,74,231.1
f3127bfeb8,75,231.9
f3127bfeb8,76,230.3
f3127bfeb8,77,228.9
f3127bfeb8,78,230.3
f3127bfeb8,79,231.2
f3127bfeb8,80,
f3127bfeb8,81,
f3127bfeb8,82,232.5
f3127bfeb8,83,
f3127bfeb8,84,233.5
f3127bfeb8,85,
f3127bfeb8,86,233.5
f3127bfeb8,87,
f3127bfeb8,88,
f3127bfeb8,89,
f3127bfeb8,90,239.1
f3127bfeb8,91,237.1
f3127bfeb8,92,237.9
f3127bfeb8,93,
f3127bfeb8,94,237.3
f3127bfeb8,95,239.4
f3127bfeb8,96,
f3127bfeb8,97,237.9
f3127bfeb8,98,239.3
f3127bfeb8,99,236.6
f33e33d407,0,173.1
f33e33d407,1,
f33e33d407,2,
f33e33d407,3,175.8
f33e33d407,4,
f33e33d407,5,176.6
f33e33d407,6,174.6
f33e33d407,7,174.2
f33e33d407,8,
f33e33d407,9,
f33e33d407,10,
f33e33d407,11,173.4
f33e33d407,12,173.5
f33e33d407,13,
f33e33d407,14,
f33e33d407,15,174.4
f33e33d407,16,
f33e33d407,17,176.7
f33e33d407,18,
f33e33d407,19,
f33e33d407,20,
f33e33d407,21,
f33e33d407,22,176.8
f33e33d407,23,
f33e33d407,24,176.6
f33e33d407,25,
f33e33d407,26,
f33e33d407,27,175.2
f33e33d407,28,
f33e33d407,29,176.3
f33e33d407,30,176.8
f33e33d407,31,
f33e33d407,32,
f33e33d407,33,176.9
f33e33d407,34,
f33e33d407,35,175.8
f33e33d407,36,174.8
f33e33d407,37,174.1
f33e33d407,38,173.1
f33e33d407,39,171.8
f33e33d407,40,
f33e33d407,41,
f33e33d407,42,173.5
f33e33d407,43,
f33e33d407,44,171.6
f33e33d407,45,
f33e33d407,46,172.5
f33e33d407,47,172.1
f33e33d407,48,
f33e33d407,49,
f33e33d407,50,
f33e33d407,51,172.4
f33e33d407,52,
f33e33d407,53,170.1
f33e33d407,54,171.5
f33e33d407,55,
f33e33d407,56,
f33e33d407,57,171.0
f33e33d407,58,171.5
f33e33d407,59,
f33e33d407,60,
f33e33d407,61,
f33e33d407,62,171.8
f33e33d407,63,167.0
f33e33d407,64,
f33e33d407,65,173.2
f33e33d407,66,173.5
f33e33d407,67,170.9
f33e33d407,68,172.6
f33e33d407,69,
f33e33d407,70,174.5
f33e33d407,71,173.4
f33e33d407,72,
f33e33d407,73,173.8
f33e33d407,74,
f33e33d407,75,174.8
f33e33d407,76,
f33e33d407,77,175.5
f33e33d407,78,174.8
f33e33d407,79,
f33e33d407,80,174.3
f33e33d407,81,
f33e33d407,82,177.2
f33e33d407,83,177.4
f33e33d407,84,
f33e33d407,85,176.4
f33e33d407,86,177.9
f33e33d407,87,
f33e33d407,88,
f33e33d407,89,179.5
f33e33d407,90,
f33e33d407,91,175.6
f33e33d407,92,
f33e33d407,93,175.8
f33e33d407,94,174.8
f33e33d407,95,
f33e33d407,96,176.5
f33e33d407,97,
f33e33d407,98,175.6
f33e33d407,99,174.3
f3413437c4,0,90.6
f3413437c4,1,91.9
f3413437c4,2,
f3413437c4,3,90.7
f3413437c4,4,
f3413437c4,5,90.1
f3413437c4,6,
f3413437c4,7,91.9
f3413437c4,8,89.6
f3413437c4,9,89.8
f3413437c4,10,90.6
f3413437c4,11,
f3413437c4,12,
f3413437c4,13,
f3413437c4,14,93.8
f3413437c4,15,95.6
f3413437c4,16,90.6
f3413437c4,17,
f3413437c4,18,93.2
f3413437c4,19,90.6
f3413437c4,20,92.7
f3413437c4,21,90.9
f3413437c4,22,90.6
f3413437c4,23,
f3413437c4,24,93.1
f3413437c4,25,
f3413437c4,26,89.2
f3413437c4,27,
f3413437c4,28,91.7
f3413437c4,29,92.1
f3413437c4,30,92.0
f3413437c4,31,
f3413437c4,32,92.4
f3413437c4,33,
f3413437c4,34,
f3413437c4,35,
f3413437c4,36,
f3413437c4,37,95.4
f3413437c4,38,92.5
f3413437c4,39,
f3413437c4,40,93.5
f3413437c4,41,
f3413437c4,42,95.3
f3413437c4,43,95.9
f3413437c4,44,
f3413437c4,45,
f3413437c4,46,95.5
f3413437c4,47,96.6
f3413437c4,48,95.6
f3413437c4,49,96.3
f3413437c4,50,94.8
f3413437c4,51,95.8
f3413437c4,52,
f3413437c4,53,95.1
f3413437c4,54,94.4
f3413437c4,55,95.3
f3413437c4,56,95.4
f3413437c4,57,
f3413437c4,58,
f3413437c4,59,92.2
f3413437c4,60,
f3413437c4,61,94.2
f3413437c4,62,94.6
f3413437c4,63,
f3413437c4,64,95.6
f3413437c4,65,94.5
f3413437c4,66,96.0
f3413437c4,67,91.9
f3413437c4,68,93.2
f3413437c4,69,94.3
f3413437c4,70,
f3413437c4,71,
f3413437c4,72,91.9
f3413437c4,73,91.8
f3413437c4,74,93.6
f3413437c4,75,93.1
f3413437c4,76,94.4
f3413437c4,77,92.9
f3413437c4,78,92.8
f3413437c4,79,95.6
f3413437c4,80,94.2
f3413437c4,81,93.0
f3413437c4,82,93.9
f3413437c4,83,
f3413437c4,84,
f3413437c4,85,94.6
f3413437c4,86,
f3413437c4,87,94.5
f3413437c4,88,96.0
f3413437c4,89,
f3413437c4,90,98.2
f3413437c4,91,98.3
f3413437c4,92,96.7
f3413437c4,93,97.1
f3413437c4,94,
f3413437c4,95,96.4
f3413437c4,96,96.8
f3413437c4,97,96.8
f3413437c4,98,98.1
f3413437c4,99,98.3
f35da1dca6,0,195.4
f35da1dca6,1,
f35da1dca6,2,192.8
f35da1dca6,3,
f35da1dca6,4,194.9
f35da1dca6,5,
f35da1dca6,6,
f35da1dca6,7,197.6
f35da1dca6,8,
f35da1dca6,9,195.3
f35da1dca6,10,
f35da1dca6,11,193.3
f35da1dca6,12,195.5
f35da1dca6,13,195.7
f35da1dca6,14,193.5
f35da1dca6,15,192.0
f35da1dca6,16,
f35da1dca6,17,195.6
f35da1dca6,18,
f35da1dca6,19,194.4
f35da1dca6,20,194.8
f35da1dca6,21,
f35da1dca6,22,194.9
f35da1dca6,23,195.4
f35da1dca6,24,196.6
f35da1dca6,25,
f35da1dca6,26,195.6
f35da1dca6,27,
f35da1dca6,28,197.0
f35da1dca6,29,195.0
f35da1dca6,30,194.6
f35da1dca6,31,195.0
f35da1dca6,32,194.8
f35da1dca6,33,
f35da1dca6,34,196.5
f35da1dca6,35,193.6
f35da1dca6,36,194.4
f35da1dca6,37,197.0
f35da1dca6,38,196.0
f35da1dca6,39,
f35da1dca6,40,
f35da1dca6,41,196.9
f35da1dca6,42,195.9
f35da1dca6,43,
f35da1dca6,44,197.1
f35da1dca6,45,194.8
f35da1dca6,46,195.9
f35da1dca6,47,197.6
f35da1dca6,48,195.6
f35da1dca6,49,192.1
f35da1dca6,50,
f35da1dca6,51,197.0
f35da1dca6,52,
f35da1dca6,53,195.4
f35da1dca6,54,194.4
f35da1dca6,55,
f35da1dca6,56,196.1
f35da1dca6,57,
f35da1dca6,58,195.3
f35da1dca6,59,
f35da1dca6,60,196.7
f35da1dca6,61,200.9
f35da1dca6,62,198.9
f35da1dca6,63,199.1
f35da1dca6,64,199.5
f35da1dca6,65,
f35da1dca6,66,198.8
f35da1dca6,67,
f35da1dca6,68,
f35da1dca6,69,
f35da1dca6,70,
f35da1dca6,71,198.7
f35da1dca6,72,
f35da1dca6,73,
f35da1dca6,74,202.6
f35da1dca6,75,202.2
f35da1dca6,76,
f35da1dca6,77,201.3
f35da1dca6,78,
f35da1dca6,79,
f35da1dca6,80,
f35da1dca6,81,203.9
f35da1dca6,82,
f35da1dca6,83,
f35da1dca6,84,
f35da1dca6,85,204.3
f35da1dca6,86,
f35da1dca6,87,
f35da1dca6,88,204.7
f35da1dca6,89,202.1
f35da1dca6,90,203.6
f35da1dca6,91,
f35da1dca6,92,
f35da1dca6,93,202.4
f35da1dca6,94,
f35da1dca6,95,
f35da1dca6,96,201.3
f35da1dca6,97,
f35da1dca6,98,201.9
f35da1dca6,99,
f3629540cd,0,268.0
f3629540cd,1,
f3629540cd,2,
f3629540cd,3,269.5
f3629540cd,4,
f3629540cd,5,
f3629540cd,6,271.3
f3629540cd,7,270.1
f3629540cd,8,
f3629540cd,9,
f3629540cd,10,268.8
f3629540cd,11,270.4
f3629540cd,12,269.8
f3629540cd,13,270.4
f3629540cd,14,274.1
f3629540cd,15,273.3
f3629540cd,16,272.1
f3629540cd,17,271.9
f3629540cd,18,272.5
f3629540cd,19,273.8
f3629540cd,20,270.7
f3629540cd,21,
f3629540cd,22,
f3629540cd,23,
f3629540cd,24,268.4
f3629540cd,25,
f3629540cd,26,
f3629540cd,27,268.3
f3629540cd,28,268.4
f3629540cd,29,270.2
f3629540cd,30,
f3629540cd,31,270.3
f3629540cd,32,269.6
f3629540cd,33,270.7
f3629540cd,34,270.0
